time,latitude,longitude,CRW_SST
UTC,degrees_north,degrees_east,Celsius
2012-11-09T12:00:00Z,19.775,-155.075,25.45
2012-11-10T12:00:00Z,19.775,-155.075,25.39
2012-11-11T12:00:00Z,19.775,-155.075,25.39
2012-11-12T12:00:00Z,19.775,-155.075,25.28
2012-11-13T12:00:00Z,19.775,-155.075,25.3
2012-11-14T12:00:00Z,19.775,-155.075,25.18
2012-11-15T12:00:00Z,19.775,-155.075,25.060000000000000
2012-11-16T12:00:00Z,19.775,-155.075,25.26
2012-11-17T12:00:00Z,19.775,-155.075,25.3
2012-11-18T12:00:00Z,19.775,-155.075,25.05
2012-11-19T12:00:00Z,19.775,-155.075,25.23
2012-11-20T12:00:00Z,19.775,-155.075,25.0
2012-11-21T12:00:00Z,19.775,-155.075,24.93
2012-11-22T12:00:00Z,19.775,-155.075,24.88
2012-11-23T12:00:00Z,19.775,-155.075,24.72
2012-11-24T12:00:00Z,19.775,-155.075,24.77
2012-11-25T12:00:00Z,19.775,-155.075,24.990000000000000
2012-11-26T12:00:00Z,19.775,-155.075,24.97
2012-11-27T12:00:00Z,19.775,-155.075,24.95
2012-11-28T12:00:00Z,19.775,-155.075,24.69
2012-11-29T12:00:00Z,19.775,-155.075,24.57
2012-11-30T12:00:00Z,19.775,-155.075,24.650000000000000
2012-12-01T12:00:00Z,19.775,-155.075,24.61
2012-12-02T12:00:00Z,19.775,-155.075,24.650000000000000
2012-12-03T12:00:00Z,19.775,-155.075,24.73
2012-12-04T12:00:00Z,19.775,-155.075,24.580000000000000
2012-12-05T12:00:00Z,19.775,-155.075,24.64
2012-12-06T12:00:00Z,19.775,-155.075,24.93
2012-12-07T12:00:00Z,19.775,-155.075,24.84
2012-12-08T12:00:00Z,19.775,-155.075,24.8
2012-12-09T12:00:00Z,19.775,-155.075,24.7
2012-12-10T12:00:00Z,19.775,-155.075,24.62
2012-12-11T12:00:00Z,19.775,-155.075,24.51
2012-12-12T12:00:00Z,19.775,-155.075,24.39
2012-12-13T12:00:00Z,19.775,-155.075,24.32
2012-12-14T12:00:00Z,19.775,-155.075,24.6
2012-12-15T12:00:00Z,19.775,-155.075,24.310000000000000
2012-12-16T12:00:00Z,19.775,-155.075,24.27
2012-12-17T12:00:00Z,19.775,-155.075,24.14
2012-12-18T12:00:00Z,19.775,-155.075,24.18
2012-12-19T12:00:00Z,19.775,-155.075,24.17
2012-12-20T12:00:00Z,19.775,-155.075,24.16
2012-12-21T12:00:00Z,19.775,-155.075,24.29
2012-12-22T12:00:00Z,19.775,-155.075,23.97
2012-12-23T12:00:00Z,19.775,-155.075,24.14
2012-12-24T12:00:00Z,19.775,-155.075,24.1
2012-12-25T12:00:00Z,19.775,-155.075,24.43
2012-12-26T12:00:00Z,19.775,-155.075,24.46
2012-12-27T12:00:00Z,19.775,-155.075,24.330000000000000
2012-12-28T12:00:00Z,19.775,-155.075,24.29
2012-12-29T12:00:00Z,19.775,-155.075,24.240000000000000
2012-12-30T12:00:00Z,19.775,-155.075,24.38
2012-12-31T12:00:00Z,19.775,-155.075,24.04
2013-01-01T12:00:00Z,19.775,-155.075,23.91
2013-01-02T12:00:00Z,19.775,-155.075,24.17
2013-01-03T12:00:00Z,19.775,-155.075,24.02
2013-01-04T12:00:00Z,19.775,-155.075,24.11
2013-01-05T12:00:00Z,19.775,-155.075,24.060000000000000
2013-01-06T12:00:00Z,19.775,-155.075,23.97
2013-01-07T12:00:00Z,19.775,-155.075,24.07
2013-01-08T12:00:00Z,19.775,-155.075,23.92
2013-01-09T12:00:00Z,19.775,-155.075,23.92
2013-01-10T12:00:00Z,19.775,-155.075,23.82
2013-01-11T12:00:00Z,19.775,-155.075,23.84
2013-01-12T12:00:00Z,19.775,-155.075,23.740000000000000
2013-01-13T12:00:00Z,19.775,-155.075,23.75
2013-01-14T12:00:00Z,19.775,-155.075,23.990000000000000
2013-01-15T12:00:00Z,19.775,-155.075,23.96
2013-01-16T12:00:00Z,19.775,-155.075,24.1
2013-01-17T12:00:00Z,19.775,-155.075,24.150000000000000
2013-01-18T12:00:00Z,19.775,-155.075,24.18
2013-01-19T12:00:00Z,19.775,-155.075,24.05
2013-01-20T12:00:00Z,19.775,-155.075,23.830000000000000
2013-01-21T12:00:00Z,19.775,-155.075,23.8
2013-01-22T12:00:00Z,19.775,-155.075,23.85
2013-01-23T12:00:00Z,19.775,-155.075,23.740000000000000
2013-01-24T12:00:00Z,19.775,-155.075,23.82
2013-01-25T12:00:00Z,19.775,-155.075,23.69
2013-01-26T12:00:00Z,19.775,-155.075,23.85
2013-01-27T12:00:00Z,19.775,-155.075,23.77
2013-01-28T12:00:00Z,19.775,-155.075,23.8
2013-01-29T12:00:00Z,19.775,-155.075,23.87
2013-01-30T12:00:00Z,19.775,-155.075,23.85
2013-01-31T12:00:00Z,19.775,-155.075,23.98
2013-02-01T12:00:00Z,19.775,-155.075,24.02
2013-02-02T12:00:00Z,19.775,-155.075,24.0
2013-02-03T12:00:00Z,19.775,-155.075,23.91
2013-02-04T12:00:00Z,19.775,-155.075,24.03
2013-02-05T12:00:00Z,19.775,-155.075,23.990000000000000
2013-02-06T12:00:00Z,19.775,-155.075,23.93
2013-02-07T12:00:00Z,19.775,-155.075,24.0
2013-02-08T12:00:00Z,19.775,-155.075,23.94
2013-02-09T12:00:00Z,19.775,-155.075,23.76
2013-02-10T12:00:00Z,19.775,-155.075,23.85
2013-02-11T12:00:00Z,19.775,-155.075,23.87
2013-02-12T12:00:00Z,19.775,-155.075,23.87
2013-02-13T12:00:00Z,19.775,-155.075,23.87
2013-02-14T12:00:00Z,19.775,-155.075,23.88
2013-02-15T12:00:00Z,19.775,-155.075,23.89
2013-02-16T12:00:00Z,19.775,-155.075,23.82
2013-02-17T12:00:00Z,19.775,-155.075,23.7
2013-02-18T12:00:00Z,19.775,-155.075,23.66
2013-02-19T12:00:00Z,19.775,-155.075,23.490000000000000
