time,latitude,longitude,CRW_SST
UTC,degrees_north,degrees_east,Celsius
1985-11-09T12:00:00Z,19.775,-155.075,25.45
1985-11-10T12:00:00Z,19.775,-155.075,25.560000000000000
1985-11-11T12:00:00Z,19.775,-155.075,25.7
1985-11-12T12:00:00Z,19.775,-155.075,25.87
1985-11-13T12:00:00Z,19.775,-155.075,26.02
1985-11-14T12:00:00Z,19.775,-155.075,26.02
1985-11-15T12:00:00Z,19.775,-155.075,26.080000000000000
1985-11-16T12:00:00Z,19.775,-155.075,26.22
1985-11-17T12:00:00Z,19.775,-155.075,26.19
1985-11-18T12:00:00Z,19.775,-155.075,26.16
1985-11-19T12:00:00Z,19.775,-155.075,26.28
1985-11-20T12:00:00Z,19.775,-155.075,26.38
1985-11-21T12:00:00Z,19.775,-155.075,26.27
1985-11-22T12:00:00Z,19.775,-155.075,26.18
1985-11-23T12:00:00Z,19.775,-155.075,26.02
1985-11-24T12:00:00Z,19.775,-155.075,25.85
1985-11-25T12:00:00Z,19.775,-155.075,25.72
1985-11-26T12:00:00Z,19.775,-155.075,25.52
1985-11-27T12:00:00Z,19.775,-155.075,25.47
1985-11-28T12:00:00Z,19.775,-155.075,25.11
1985-11-29T12:00:00Z,19.775,-155.075,25.01
1985-11-30T12:00:00Z,19.775,-155.075,24.900000000000000
1985-12-01T12:00:00Z,19.775,-155.075,25.01
1985-12-02T12:00:00Z,19.775,-155.075,24.53
1985-12-03T12:00:00Z,19.775,-155.075,24.66
1985-12-04T12:00:00Z,19.775,-155.075,25.07
1985-12-05T12:00:00Z,19.775,-155.075,25.36
1985-12-06T12:00:00Z,19.775,-155.075,25.03
1985-12-07T12:00:00Z,19.775,-155.075,24.98
1985-12-08T12:00:00Z,19.775,-155.075,24.560000000000000
1985-12-09T12:00:00Z,19.775,-155.075,24.61
1985-12-10T12:00:00Z,19.775,-155.075,24.330000000000000
1985-12-11T12:00:00Z,19.775,-155.075,24.38
1985-12-12T12:00:00Z,19.775,-155.075,24.64
1985-12-13T12:00:00Z,19.775,-155.075,24.84
1985-12-14T12:00:00Z,19.775,-155.075,25.02
1985-12-15T12:00:00Z,19.775,-155.075,24.96
1985-12-16T12:00:00Z,19.775,-155.075,24.8
1985-12-17T12:00:00Z,19.775,-155.075,24.78
1985-12-18T12:00:00Z,19.775,-155.075,25.28
1985-12-19T12:00:00Z,19.775,-155.075,25.04
1985-12-20T12:00:00Z,19.775,-155.075,24.830000000000000
1985-12-21T12:00:00Z,19.775,-155.075,24.82
1985-12-22T12:00:00Z,19.775,-155.075,25.01
1985-12-23T12:00:00Z,19.775,-155.075,25.02
1985-12-24T12:00:00Z,19.775,-155.075,25.0
1985-12-25T12:00:00Z,19.775,-155.075,24.830000000000000
1985-12-26T12:00:00Z,19.775,-155.075,24.84
1985-12-27T12:00:00Z,19.775,-155.075,24.6
1985-12-28T12:00:00Z,19.775,-155.075,24.53
1985-12-29T12:00:00Z,19.775,-155.075,24.650000000000000
1985-12-30T12:00:00Z,19.775,-155.075,24.71
1985-12-31T12:00:00Z,19.775,-155.075,24.59
1986-01-01T12:00:00Z,19.775,-155.075,24.36
1986-01-02T12:00:00Z,19.775,-155.075,24.2
1986-01-03T12:00:00Z,19.775,-155.075,24.32
1986-01-04T12:00:00Z,19.775,-155.075,24.6
1986-01-05T12:00:00Z,19.775,-155.075,24.900000000000000
1986-01-06T12:00:00Z,19.775,-155.075,24.92
1986-01-07T12:00:00Z,19.775,-155.075,24.86
1986-01-08T12:00:00Z,19.775,-155.075,24.830000000000000
1986-01-09T12:00:00Z,19.775,-155.075,24.740000000000000
1986-01-10T12:00:00Z,19.775,-155.075,24.62
1986-01-11T12:00:00Z,19.775,-155.075,24.51
1986-01-12T12:00:00Z,19.775,-155.075,24.54
1986-01-13T12:00:00Z,19.775,-155.075,24.94
1986-01-14T12:00:00Z,19.775,-155.075,24.75
1986-01-15T12:00:00Z,19.775,-155.075,24.650000000000000
1986-01-16T12:00:00Z,19.775,-155.075,24.46
1986-01-17T12:00:00Z,19.775,-155.075,24.76
1986-01-18T12:00:00Z,19.775,-155.075,24.71
1986-01-19T12:00:00Z,19.775,-155.075,24.26
1986-01-20T12:00:00Z,19.775,-155.075,24.17
1986-01-21T12:00:00Z,19.775,-155.075,24.150000000000000
1986-01-22T12:00:00Z,19.775,-155.075,24.330000000000000
1986-01-23T12:00:00Z,19.775,-155.075,24.3
1986-01-24T12:00:00Z,19.775,-155.075,24.45
1986-01-25T12:00:00Z,19.775,-155.075,24.36
1986-01-26T12:00:00Z,19.775,-155.075,24.22
1986-01-27T12:00:00Z,19.775,-155.075,24.3
1986-01-28T12:00:00Z,19.775,-155.075,24.18
1986-01-29T12:00:00Z,19.775,-155.075,24.25
1986-01-30T12:00:00Z,19.775,-155.075,23.98
1986-01-31T12:00:00Z,19.775,-155.075,23.93
1986-02-01T12:00:00Z,19.775,-155.075,23.79
1986-02-02T12:00:00Z,19.775,-155.075,23.78
1986-02-03T12:00:00Z,19.775,-155.075,24.11
1986-02-04T12:00:00Z,19.775,-155.075,24.44
1986-02-05T12:00:00Z,19.775,-155.075,24.43
1986-02-06T12:00:00Z,19.775,-155.075,24.400000000000000
1986-02-07T12:00:00Z,19.775,-155.075,24.23
1986-02-08T12:00:00Z,19.775,-155.075,24.330000000000000
1986-02-09T12:00:00Z,19.775,-155.075,24.42
1986-02-10T12:00:00Z,19.775,-155.075,24.54
1986-02-11T12:00:00Z,19.775,-155.075,24.44
1986-02-12T12:00:00Z,19.775,-155.075,24.6
1986-02-13T12:00:00Z,19.775,-155.075,24.53
1986-02-14T12:00:00Z,19.775,-155.075,24.46
1986-02-15T12:00:00Z,19.775,-155.075,24.5
1986-02-16T12:00:00Z,19.775,-155.075,24.17
1986-02-17T12:00:00Z,19.775,-155.075,24.12
1986-02-18T12:00:00Z,19.775,-155.075,24.07
1986-02-19T12:00:00Z,19.775,-155.075,24.18
1986-02-20T12:00:00Z,19.775,-155.075,24.240000000000000
1986-02-21T12:00:00Z,19.775,-155.075,24.39
1986-02-22T12:00:00Z,19.775,-155.075,24.57
1986-02-23T12:00:00Z,19.775,-155.075,24.810000000000000
1986-02-24T12:00:00Z,19.775,-155.075,25.13
1986-02-25T12:00:00Z,19.775,-155.075,24.98
1986-02-26T12:00:00Z,19.775,-155.075,25.05
1986-02-27T12:00:00Z,19.775,-155.075,24.76
1986-02-28T12:00:00Z,19.775,-155.075,24.77
1986-03-01T12:00:00Z,19.775,-155.075,24.88
1986-03-02T12:00:00Z,19.775,-155.075,24.72
1986-03-03T12:00:00Z,19.775,-155.075,24.48
1986-03-04T12:00:00Z,19.775,-155.075,24.82
1986-03-05T12:00:00Z,19.775,-155.075,25.02
1986-03-06T12:00:00Z,19.775,-155.075,25.16
1986-03-07T12:00:00Z,19.775,-155.075,25.13
1986-03-08T12:00:00Z,19.775,-155.075,25.17
1986-03-09T12:00:00Z,19.775,-155.075,24.91
1986-03-10T12:00:00Z,19.775,-155.075,24.45
1986-03-11T12:00:00Z,19.775,-155.075,24.71
1986-03-12T12:00:00Z,19.775,-155.075,24.990000000000000
1986-03-13T12:00:00Z,19.775,-155.075,25.02
1986-03-14T12:00:00Z,19.775,-155.075,24.69
1986-03-15T12:00:00Z,19.775,-155.075,24.560000000000000
1986-03-16T12:00:00Z,19.775,-155.075,24.87
1986-03-17T12:00:00Z,19.775,-155.075,24.91
1986-03-18T12:00:00Z,19.775,-155.075,25.01
1986-03-19T12:00:00Z,19.775,-155.075,24.740000000000000
1986-03-20T12:00:00Z,19.775,-155.075,24.45
1986-03-21T12:00:00Z,19.775,-155.075,24.32
1986-03-22T12:00:00Z,19.775,-155.075,24.26
1986-03-23T12:00:00Z,19.775,-155.075,24.490000000000000
1986-03-24T12:00:00Z,19.775,-155.075,24.61
1986-03-25T12:00:00Z,19.775,-155.075,24.560000000000000
1986-03-26T12:00:00Z,19.775,-155.075,24.13
1986-03-27T12:00:00Z,19.775,-155.075,24.2
1986-03-28T12:00:00Z,19.775,-155.075,24.02
1986-03-29T12:00:00Z,19.775,-155.075,23.82
1986-03-30T12:00:00Z,19.775,-155.075,23.93
1986-03-31T12:00:00Z,19.775,-155.075,23.98
1986-04-01T12:00:00Z,19.775,-155.075,24.16
1986-04-02T12:00:00Z,19.775,-155.075,24.11
1986-04-03T12:00:00Z,19.775,-155.075,24.13
1986-04-04T12:00:00Z,19.775,-155.075,24.02
1986-04-05T12:00:00Z,19.775,-155.075,24.03
1986-04-06T12:00:00Z,19.775,-155.075,24.44
1986-04-07T12:00:00Z,19.775,-155.075,24.36
1986-04-08T12:00:00Z,19.775,-155.075,24.2
1986-04-09T12:00:00Z,19.775,-155.075,23.98
1986-04-10T12:00:00Z,19.775,-155.075,23.88
1986-04-11T12:00:00Z,19.775,-155.075,23.53
1986-04-12T12:00:00Z,19.775,-155.075,23.330000000000000
1986-04-13T12:00:00Z,19.775,-155.075,23.55
1986-04-14T12:00:00Z,19.775,-155.075,23.62
1986-04-15T12:00:00Z,19.775,-155.075,23.650000000000000
1986-04-16T12:00:00Z,19.775,-155.075,23.87
1986-04-17T12:00:00Z,19.775,-155.075,24.03
