time,latitude,longitude,CRW_SST
2018-11-09T12:00:00Z,19.775,-155.075,26.77
2018-11-10T12:00:00Z,19.775,-155.075,26.96
2018-11-11T12:00:00Z,19.775,-155.075,26.69
2018-11-12T12:00:00Z,19.775,-155.075,26.830000000000000
2018-11-13T12:00:00Z,19.775,-155.075,26.85
2018-11-14T12:00:00Z,19.775,-155.075,26.84
2018-11-15T12:00:00Z,19.775,-155.075,26.85
2018-11-16T12:00:00Z,19.775,-155.075,26.7
2018-11-17T12:00:00Z,19.775,-155.075,26.55
2018-11-18T12:00:00Z,19.775,-155.075,26.55
2018-11-19T12:00:00Z,19.775,-155.075,26.53
2018-11-20T12:00:00Z,19.775,-155.075,26.29
2018-11-21T12:00:00Z,19.775,-155.075,26.1
2018-11-22T12:00:00Z,19.775,-155.075,26.080000000000000
2018-11-23T12:00:00Z,19.775,-155.075,25.92
2018-11-24T12:00:00Z,19.775,-155.075,25.96
2018-11-25T12:00:00Z,19.775,-155.075,25.87
2018-11-26T12:00:00Z,19.775,-155.075,25.76
2018-11-27T12:00:00Z,19.775,-155.075,25.740000000000000
2018-11-28T12:00:00Z,19.775,-155.075,25.87
2018-11-29T12:00:00Z,19.775,-155.075,25.810000000000000
2018-11-30T12:00:00Z,19.775,-155.075,25.77
2018-12-01T12:00:00Z,19.775,-155.075,25.63
2018-12-02T12:00:00Z,19.775,-155.075,25.95
2018-12-03T12:00:00Z,19.775,-155.075,25.82
2018-12-04T12:00:00Z,19.775,-155.075,25.810000000000000
2018-12-05T12:00:00Z,19.775,-155.075,25.71
2018-12-06T12:00:00Z,19.775,-155.075,25.47
2018-12-07T12:00:00Z,19.775,-155.075,25.59
2018-12-08T12:00:00Z,19.775,-155.075,25.63
2018-12-09T12:00:00Z,19.775,-155.075,25.63
2018-12-10T12:00:00Z,19.775,-155.075,25.5
2018-12-11T12:00:00Z,19.775,-155.075,25.61
2018-12-12T12:00:00Z,19.775,-155.075,25.580000000000000
2018-12-13T12:00:00Z,19.775,-155.075,25.44
2018-12-14T12:00:00Z,19.775,-155.075,25.240000000000000
2018-12-15T12:00:00Z,19.775,-155.075,25.060000000000000
